product_sku,product_name,product_price,product_link
03130001,Broca P/concreto 10 Mm,2100,http://ferreteriasur.cl/broca-p-concreto-10-mm.html
03060029,Broca H.s.s. 8 Mm,1830,http://ferreteriasur.cl/broca-h-s-s-8-mm.html
03060026,Broca H.s.s. 6.5 Mm,1310,http://ferreteriasur.cl/broca-h-s-s-6-5-mm.html
03060025,Broca H.s.s. 6 Mm,1070,http://ferreteriasur.cl/broca-h-s-s-6-mm.html
03060023,Broca H.s.s. 5 Mm,820,http://ferreteriasur.cl/broca-h-s-s-5-mm.html
03060022,Broca H.s.s. 4.5 Mm,720,http://ferreteriasur.cl/broca-h-s-s-4-5-mm.html
03060021,Broca H.s.s. 4 Mm,640,http://ferreteriasur.cl/broca-h-s-s-4-mm.html
03060020,Broca H.s.s. 3.5 Mm,600,http://ferreteriasur.cl/broca-h-s-s-3-5-mm.html
03060019,Broca H.s.s. 3 Mm,510,http://ferreteriasur.cl/broca-h-s-s-3-mm.html
03060009,Broca H.s.s. 13 Mm,5470,http://ferreteriasur.cl/broca-h-s-s-13-mm.html
03060007,Broca H.s.s. 12 Mm,4840,http://ferreteriasur.cl/broca-h-s-s-12-mm.html
03060003,Broca H.s.s. 10 Mm,2950,http://ferreteriasur.cl/broca-h-s-s-10-mm.html
03040002,Broca P/bisagra Desplazable 26 Mm,3680,http://ferreteriasur.cl/broca-p-bisagra-desplazable-26-mm.html
03040001,Broca P/bisagra Desplazable 35 Mm,4650,http://ferreteriasur.cl/broca-p-bisagra-desplazable-35-mm.html
16220045,Einhell Sierra Circ. 1300w Tc-cs1300 4331019,36370,http://ferreteriasur.cl/einhell-sierra-circ-1300w-tc-cs1300-4331019.html
16220026,Einhell Taladro Perc. 13mm Tc-id 710 4259761,23990,http://ferreteriasur.cl/einhell-taladro-perc-13mm-tc-id-710-4259761.html
16220008,Einhell Carro Carga Alum. Pleg.260112(3) Bt-ht,19990,http://ferreteriasur.cl/einhell-carro-carga-alum-pleg-260112-3-bt-ht.html
15780184,Sierra Copa Bahco 3830-32 32mm,7910,http://ferreteriasur.cl/sierra-copa-bahco-3830-32-32mm.html
15780178,Sierra Copa Bahco 3830-22 22 Mm,6760,http://ferreteriasur.cl/sierra-copa-bahco-3830-22-22-mm.html
15780177,Sierra Copa Bahco 3830-21 21 Mm,6760,http://ferreteriasur.cl/sierra-copa-bahco-3830-21-21-mm.html
15780176,Sierra Copa Bahco 3830-19 19 Mm,6760,http://ferreteriasur.cl/sierra-copa-bahco-3830-19-19-mm.html
15780170,Lima Plana C/mango 6 1-100-06-2-2 Bahco,5170,http://ferreteriasur.cl/lima-plana-c-mango-6-1-100-06-2-2-bahco.html
15780133,Serrucho Carpintero Barracuda 244p-22-u7-hp Bahco,6550,http://ferreteriasur.cl/serrucho-carpintero-barracuda-244p-22-u7-hp-bahco.html
15780117,Serrucho Carpint.die.tem.np-19-u7/8-hp19 Bahco,15310,http://ferreteriasur.cl/serrucho-carpint-die-tem-np-19-u7-8-hp19-bahco.html
11730174,Makita Disco Corte 14,3990,http://ferreteriasur.cl/makita-disco-corte-14.html
11730165,Makita Disco Sierra 7 1/4 X 40d D-51356,13450,http://ferreteriasur.cl/makita-disco-sierra-7-1-4-x-40d-d-51356.html
11730158,Makita Set 5 Sierra Calar Mad. B-10 A-85628,5500,http://ferreteriasur.cl/makita-set-5-sierra-calar-mad-b-10-a-85628.html
11730123,Makita Ultra Mag Porta Punta 79 Mm B-28531,9130,http://ferreteriasur.cl/makita-ultra-mag-porta-punta-79-mm-b-28531.html
11730122,Makita Punta Imp. Gold Ph2 50mm B-28307,6300,http://ferreteriasur.cl/makita-punta-imp-gold-ph2-50mm-b-28307.html
11730121,Makita Punta De Tor. Imp. Gold Ph2 25 Mm B-28335,2900,http://ferreteriasur.cl/makita-punta-de-tor-imp-gold-ph2-25-mm-b-28335.html
11730114,Makita Broca Sds-plus 16x310mm Ut:250mm D-00309,6100,http://ferreteriasur.cl/makita-broca-sds-plus-16x310mm-ut-250mm-d-00309.html
11730111,Makita Broca Sds-plus 12x210mm D-00234,2900,http://ferreteriasur.cl/makita-broca-sds-plus-12x210mm-d-00234.html
11730101,Makita Disco. Diam 4 1/5 Continuo D-36837,5850,http://ferreteriasur.cl/makita-disco-diam-4-1-5-continuo-d-36837.html
12260020,Broca Sds Plus 6 Mm X 160 X 100 Mm Util,3490,http://ferreteriasur.cl/broca-sds-plus-6-mm-x-160-x-100-mm-util.html
12260013,Broca Sds Plus 6 Mm X 210 X 150 Mm  Util,5340,http://ferreteriasur.cl/broca-sds-plus-6-mm-x-210-x-150-mm-util.html
12260009,Broca Sds Plus 10 Mm X 310 X 250 Mm Util,11130,http://ferreteriasur.cl/broca-sds-plus-10-mm-x-310-x-250-mm-util.html
12190012,Juego Broca Larga P/madera Bcm 304 3pz.x400mm Uyus,6100,http://ferreteriasur.cl/juego-broca-larga-p-madera-bcm-304-3pz-x400mm-uyus.html
12190010,Juego Broca Larga P/madera Bcm303 3 Pzx300mm Uyust,3820,http://ferreteriasur.cl/juego-broca-larga-p-madera-bcm303-3-pzx300mm-uyust.html
12130008,Juego Gratas P/taladro Uyus 3 Pcs. Red.ebr301,1960,http://ferreteriasur.cl/juego-gratas-p-taladro-uyus-3-pcs-red-ebr301.html
06080007,Huincha Medir Fibra Vidrio C/arco China 50 Mts,7280,http://ferreteriasur.cl/huincha-medir-fibra-vidrio-c-arco-china-50-mts.html
05960028,Hacha Casco C/mango 5,25300,http://ferreteriasur.cl/hacha-casco-c-mango-5.html
05960017,Hacha Casco C/mango 4 1/2,19000,http://ferreteriasur.cl/hacha-casco-c-mango-4-1-2.html
05960016,Uyustools Hacha Mango Fibra 2000g Hau20f,14180,http://ferreteriasur.cl/uyustools-hacha-mango-fibra-2000g-hau20f.html
08360015,Rastrillo P/hojas Plas.truper Ep-22r C/mang. 19786,4810,http://ferreteriasur.cl/rastrillo-p-hojas-plas-truper-ep-22r-c-mang-19786.html
08360014,Rastrillo P/hoja C/mango 22 D. Emx-22 Truper 14328,5890,http://ferreteriasur.cl/rastrillo-p-hoja-c-mango-22-d-emx-22-truper-14328.html
08360011,Rastrillo P/hojas Fijo Famastil S/mango #600-002,3330,http://ferreteriasur.cl/rastrillo-p-hojas-fijo-famastil-s-mango-600-002.html
08360010,Rastrillo P/hojas Fijo Famastil C/mango # 600-001,5080,http://ferreteriasur.cl/rastrillo-p-hojas-fijo-famastil-c-mango-600-001.html
05960005,Hacha Truper 4 1/2 Lbs. C/mango Ml-4 /2m #14974,13120,http://ferreteriasur.cl/hacha-truper-4-1-2-lbs-c-mango-ml-4-2m-14974.html
05960004,Hacha Mano Truper Hc1-1/4f # 14951 700 Gr.,6960,http://ferreteriasur.cl/hacha-mano-truper-hc1-1-4f-14951-700-gr.html
05960002,Hacha Casco 4 1/2 Lbs.,16090,http://ferreteriasur.cl/hacha-casco-4-1-2-lbs.html
05960001,Hacha Mano M/fibra Hau80f 800 Gr Uyustools,9060,http://ferreteriasur.cl/hacha-mano-m-fibra-hau80f-800-gr-uyustools.html
08870004,Sierra Copa Y Broca Uyust. P/inst.cerrad. Seo201,4950,http://ferreteriasur.cl/sierra-copa-y-broca-uyust-p-inst-cerrad-seo201.html
08860058,Sierra Circular Hoja 7 1/4 X 24 D.truper,6650,http://ferreteriasur.cl/sierra-circular-hoja-7-1-4-x-24-d-truper.html
08860025,"Disco Sierra Circ. Uyustools 4,5 X 40d Dma117 U",3210,http://ferreteriasur.cl/disco-sierra-circ-uyustools-4-5-x-40d-dma117-u.html
08860024,"Disco Sierra Circ. Uyustools 4,5 X 24d Dma116 U",2390,http://ferreteriasur.cl/disco-sierra-circ-uyustools-4-5-x-24d-dma116-u.html
08860021,Sierra Circular Hoja C.t.c. 740 7 1/4 Bahco,6760,http://ferreteriasur.cl/sierra-circular-hoja-c-t-c-740-7-1-4-bahco.html
08860020,Sierra Circular Hoja C.t.c. 724 7 1/4 Bahco,5800,http://ferreteriasur.cl/sierra-circular-hoja-c-t-c-724-7-1-4-bahco.html
08860018,Sierra Circular Hoja 10 X 60 Dte.dma610 Uyustoo,10250,http://ferreteriasur.cl/sierra-circular-hoja-10-x-60-dte-dma610-uyustoo.html
08860017,Sierra Circular Hoja 10 X 40 Dte.dma410 Uyustoo,10320,http://ferreteriasur.cl/sierra-circular-hoja-10-x-40-dte-dma410-uyustoo.html
08860016,Sierra Circular Hoja 7 1/4 X 60 Dt.dmd760 Uyustoo,9090,http://ferreteriasur.cl/sierra-circular-hoja-7-1-4-x-60-dt-dmd760-uyustoo.html
08860015,Sierra Circular Hoja 7 1/4 X 24 Dte Dmd724 Uyusto,3060,http://ferreteriasur.cl/sierra-circular-hoja-7-1-4-x-24-dte-dmd724-uyusto.html
08860014,Sierra Circular Hoja 7 1/4 X 40 Dte.dmd740 Uyusto,5080,http://ferreteriasur.cl/sierra-circular-hoja-7-1-4-x-40-dte-dmd740-uyusto.html
08820001,Serrucho Podar 16`` Stp16x Truper  18179,5650,http://ferreteriasur.cl/serrucho-podar-16-stp16x-truper-18179.html
08810011,Serrucho Costilla 12 Bahco,9720,http://ferreteriasur.cl/serrucho-costilla-12-bahco.html
08810001,Serrucho Costilla Uyustool C/ Inglete Srb312,7890,http://ferreteriasur.cl/serrucho-costilla-uyustool-c-inglete-srb312.html
06560002,Llave Collar 3/4,11150,http://ferreteriasur.cl/llave-collar-3-4.html
06560001,Llave Collar 1/2,5880,http://ferreteriasur.cl/llave-collar-1-2.html
06510022,Llave Ajustable Amarilla 12 Yfp012 Uyustools,7060,http://ferreteriasur.cl/llave-ajustable-amarilla-12-yfp012-uyustools.html
06510021,Llave Ajustable Amarilla 10 Yfp010 Uyustools,6640,http://ferreteriasur.cl/llave-ajustable-amarilla-10-yfp010-uyustools.html
06510020,Llave Ajustable Amarilla 8 Yfp008 Uyustools,3070,http://ferreteriasur.cl/llave-ajustable-amarilla-8-yfp008-uyustools.html
06510019,Llave Ajustable Amarilla 6 Yfp006 Uyustools,2560,http://ferreteriasur.cl/llave-ajustable-amarilla-6-yfp006-uyustools.html
06500019,Platacho Hela  Madera Pino 115 X 350 X 20mm,6400,http://ferreteriasur.cl/platacho-hela-madera-pino-115-x-350-x-20mm.html
06500018,Platacho Hela Madera Pino 115 X 250 X 20mm,5940,http://ferreteriasur.cl/platacho-hela-madera-pino-115-x-250-x-20mm.html
06500013,Llana Hela Ld280-10 Dentado 10mm Acero 280 X 125,8780,http://ferreteriasur.cl/llana-hela-ld280-10-dentado-10mm-acero-280-x-125.html
06500011,Llana Hela Ld280-5 Dentado 5mm Acero 280 X 130,8780,http://ferreteriasur.cl/llana-hela-ld280-5-dentado-5mm-acero-280-x-130.html
03360032,Caja Herramientas 16 Cha-16n 19790 Truper,8570,http://ferreteriasur.cl/caja-herramientas-16-cha-16n-19790-truper.html
03360024,Caja Herramientas 20  Chp-20x 10380 Truper,13460,http://ferreteriasur.cl/caja-herramientas-20-chp-20x-10380-truper.html
03340002,Caiman 10  Alm210 Uyustools / Makawa,4840,http://ferreteriasur.cl/caiman-10-alm210-uyustools-makawa.html
02020017,Alicate Punta Uyustools Alp6d15  6,3120,http://ferreteriasur.cl/alicate-punta-uyustools-alp6d15-6.html
02010011,Alicate 7 Universal  Alu207 Uyustools,4780,http://ferreteriasur.cl/alicate-7-universal-alu207-uyustools.html
02010008,Alicate 8 Universal  Alu 208 Uyustools,5280,http://ferreteriasur.cl/alicate-8-universal-alu-208-uyustools.html
01990004,Alicate 10 Bomba Agua  All210 Uyustools,5300,http://ferreteriasur.cl/alicate-10-bomba-agua-all210-uyustools.html
02430004,Atorn. Electrico Busca Polo 140 Mm,900,http://ferreteriasur.cl/atorn-electrico-busca-polo-140-mm.html
02430003,Atorn. Electrico Busca Polo 190 Mm,1310,http://ferreteriasur.cl/atorn-electrico-busca-polo-190-mm.html
15780030,Lima Plana C/mango 10 1-100-10-2-2 Bahco,7380,http://ferreteriasur.cl/lima-plana-c-mango-10-1-100-10-2-2-bahco.html
15780029,Lima Plana C/mango 8 1-100-08-2-2 Bahco,5810,http://ferreteriasur.cl/lima-plana-c-mango-8-1-100-08-2-2-bahco.html
15780012,Serrucho Carpintero Die.tem.np-16-u7/8h-16 Bahco,13600,http://ferreteriasur.cl/serrucho-carpintero-die-tem-np-16-u7-8h-16-bahco.html
15780010,Alicate Universal 2678g-200 A 8 Bahco,10600,http://ferreteriasur.cl/alicate-universal-2678g-200-a-8-bahco.html
15780264,Set Serrucho Bahco Np-19 + Huincha Medir Mtg-5,7890,http://ferreteriasur.cl/set-serrucho-bahco-np-19-huincha-medir-mtg-5.html
11870011,Broca H.s.s Cobalto 3 Mm,1280,http://ferreteriasur.cl/broca-h-s-s-cobalto-3-mm.html
11870009,Broca H.s.s Cobalto 10 Mm,6860,http://ferreteriasur.cl/broca-h-s-s-cobalto-10-mm.html
11870007,Broca H.s.s Cobalto 8 Mm,4430,http://ferreteriasur.cl/broca-h-s-s-cobalto-8-mm.html
11870006,Broca H.s.s Cobalto 7 Mm,3310,http://ferreteriasur.cl/broca-h-s-s-cobalto-7-mm.html
11870005,Broca H.s.s Cobalto 6 Mm,2460,http://ferreteriasur.cl/broca-h-s-s-cobalto-6-mm.html
11670046,Black  Decker Lijadora Orbital Cd450,30930,http://ferreteriasur.cl/black-decker-lijadora-orbital-cd450.html
11870004,Broca H.s.s Cobalto 5 Mm,2090,http://ferreteriasur.cl/broca-h-s-s-cobalto-5-mm.html
11870003,Broca H.s.s Cobalto 4.5 Mm,1740,http://ferreteriasur.cl/broca-h-s-s-cobalto-4-5-mm.html
11870002,Broca H.s.s Cobalto 4 Mm,1530,http://ferreteriasur.cl/broca-h-s-s-cobalto-4-mm.html
11870001,Broca H.s.s Cobalto 3.5 Mm,1440,http://ferreteriasur.cl/broca-h-s-s-cobalto-3-5-mm.html
08270001,Prensa Toma Tierra Electrica 5/8,1050,http://ferreteriasur.cl/prensa-toma-tierra-electrica-5-8.html
08250025,Prensa Carpintera Rapida Tolsen 12 10204,5060,http://ferreteriasur.cl/prensa-carpintera-rapida-tolsen-12-10204.html
08250024,Prensa Carpintera Rapida Tolsen 6 10201,4470,http://ferreteriasur.cl/prensa-carpintera-rapida-tolsen-6-10201.html
08180018,Portaherramienta Cuero Doble De 14 Compartimiento,7610,http://ferreteriasur.cl/portaherramienta-cuero-doble-de-14-compartimiento.html
05860055,Grata Copa Trenzada 5 Ebc105  Uyustools,5850,http://ferreteriasur.cl/grata-copa-trenzada-5-ebc105-uyustools.html
05860054,Grata Copa Trenzada 4 Ebc104 Uyustools,4300,http://ferreteriasur.cl/grata-copa-trenzada-4-ebc104-uyustools.html
05860053,Grata Copa Trenzada 3 Ebc103 Uyustools,3270,http://ferreteriasur.cl/grata-copa-trenzada-3-ebc103-uyustools.html
05860051,Grata Copa Conica 4 9251 Ebc004 Uyustools,3240,http://ferreteriasur.cl/grata-copa-conica-4-9251-ebc004-uyustools.html
05860050,Grata Copa Conica 3 9251 Ebc003 Uyustools,2630,http://ferreteriasur.cl/grata-copa-conica-3-9251-ebc003-uyustools.html
16220213,Einhell Pistola Pintar Elec.700w 4260020 4260021,59900,http://ferreteriasur.cl/einhell-pistola-pintar-elec-700w-4260020-4260021.html
16220130,Einhell Set 6 Hojas Sierra Calar 49625620,9990,http://ferreteriasur.cl/einhell-set-6-hojas-sierra-calar-49625620.html
16220128,Einhell Sierra Banco 10 Tc-ts 2025 4340490,124900,http://ferreteriasur.cl/einhell-sierra-banco-10-tc-ts-2025-4340540.html
16220121,Einhell Hoja P/sierra Huincha Th-sb200 4506156,5290,http://ferreteriasur.cl/einhell-hoja-p-sierra-huincha-th-sb200-4506156.html
16220103,Einhell Tal. Inal. 2 Bat/18v 60nm Te-cd 18 4513861,154900,http://ferreteriasur.cl/einhell-tal-inal-2-bat-18v-60nm-te-cd-18-4513861.html
16220060,Einhell Inglet. Dual 8 1800w Tc-sm 2131 4300380,124900,http://ferreteriasur.cl/einhell-inglet-dual-8-1800w-tc-sm-2131-4300835.html
12530022,Disco Lija Velcro 5 # 240,290,http://ferreteriasur.cl/disco-lija-velcro-5-240.html
12530020,Disco Lija Velcro 5 # 180,290,http://ferreteriasur.cl/disco-lija-velcro-5-180.html
12530019,Disco Lija Velcro 5 # 150,290,http://ferreteriasur.cl/disco-lija-velcro-5-150.html
12530018,Disco Lija Velcro 5 # 120,290,http://ferreteriasur.cl/disco-lija-velcro-5-120.html
12530017,Disco Lija Velcro 5 # 100,290,http://ferreteriasur.cl/disco-lija-velcro-5-100.html
12530016,Disco Lija Velcro 5 # 80,290,http://ferreteriasur.cl/disco-lija-velcro-5-80.html
12530015,Disco Lija Velcro 5 # 60,290,http://ferreteriasur.cl/disco-lija-velcro-5-60.html
12530014,Disco Lija Velcro 5 # 40,290,http://ferreteriasur.cl/disco-lija-velcro-5-40.html
12530013,Disco Lija 4 1/2 Gr. 120,580,http://ferreteriasur.cl/disco-lija-4-1-2-gr-120.html
12530006,Disco Lija 4  1/2 Gr. 100,560,http://ferreteriasur.cl/disco-lija-4-1-2-gr-100.html
12530005,Disco Lija 4 1/2 Gr. 80,560,http://ferreteriasur.cl/disco-lija-4-1-2-gr-80.html
12530004,Disco Lija 4 1/2 Gr. 60,680,http://ferreteriasur.cl/disco-lija-4-1-2-gr-60.html
12530002,Disco Lija 4 1/2 Gr. 36,690,http://ferreteriasur.cl/disco-lija-4-1-2-gr-36.html
12530001,Disco Lija 4 1/2 Gr. 24,730,http://ferreteriasur.cl/disco-lija-4-1-2-gr-24.html
06080058,Huincha Medir 10 Mts Flg010 Uyustools,4630,http://ferreteriasur.cl/huincha-medir-10-mts-flg010-uyustools.html
06080047,Huincha Medir 10 Mts Knight,8140,http://ferreteriasur.cl/huincha-medir-10-mts-knight.html
06080046,Huincha Medir 7.5 Mts Knight,5480,http://ferreteriasur.cl/huincha-medir-7-5-mts-knight.html
06080045,Huincha Medir 5 Mts Knight,3240,http://ferreteriasur.cl/huincha-medir-5-mts-knight.html
06080037,Huincha Medir 7.5 Mts  Flg075 Uyustools,4050,http://ferreteriasur.cl/huincha-medir-7-5-mts-flg075-uyustools.html
06080028,Huincha Medir 5 Mts Flg519  Uyustools,2020,http://ferreteriasur.cl/huincha-medir-5-mts-flg519-uyustools.html
06450007,Lima Triangular Slim Taper 4-186-04-2-2 4 Bahco,3920,http://ferreteriasur.cl/lima-triangular-slim-taper-4-186-04-2-2-4-bahco.html
06430015,Lima Plana Fina 8 Bellota,5150,http://ferreteriasur.cl/lima-plana-fina-8-bellota.html
13850003,Tijeron P/podar T-122e Truper 18381,13540,http://ferreteriasur.cl/tijeron-p-podar-t-122e-truper-18381.html
13710001,Escalines Galvanizado 3/4,4310,http://ferreteriasur.cl/escalines-galvanizado-3-4.html
17000044,Aceite Cadena Stihl Biodegr 1000 Cc 7804638310110,4800,http://ferreteriasur.cl/aceite-cadena-stihl-biodegr-1000-cc-7804638310110.html
17000042,Aceite Mezcla Stihl 2t 1000cc  7804638310073,5910,http://ferreteriasur.cl/aceite-mezcla-stihl-2t-1000cc-7804638310073.html
17000041,Aceite Mezcla Stihl 2t 500cc  784638310066,3450,http://ferreteriasur.cl/aceite-mezcla-stihl-2t-500cc-784638310066.html
10640002,Juego Atorn.golpe Deg604 6 Pzas. Uyustools,7380,http://ferreteriasur.cl/juego-atorn-golpe-deg604-6-pzas-uyustools.html
10640001,Juego Atorn. Ded602 6 Pz. Uyustools,5640,http://ferreteriasur.cl/juego-atorn-ded602-6-pz-uyustools.html
09360004,Aceite 2 Tiempos Lubetrack 1:50 1 Lt,3270,http://ferreteriasur.cl/aceite-2-tiempos-lubetrack-1-50-1-lt.html
17000040,Aceite Mezcla Stihl 2t 250cc  7804638310059,2720,http://ferreteriasur.cl/aceite-mezcla-stihl-2t-250cc-7804638310059.html
17000039,Aceite Mezcla Stihl 2t 125cc 7804638310035,2100,http://ferreteriasur.cl/aceite-mezcla-stihl-2t-125cc-7804638310035.html
17000038,Aceite Mezcla Stihl 2t 50cc   784638310042,1140,http://ferreteriasur.cl/aceite-mezcla-stihl-2t-50cc-784638310042.html
14860006,Broca P/ceramica Y Vidrio 10 Mm,5180,http://ferreteriasur.cl/broca-p-ceramica-y-vidrio-10-mm.html
14860005,Broca P/ceramica Y Vidrio 8 Mm,4210,http://ferreteriasur.cl/broca-p-ceramica-y-vidrio-8-mm.html
14860004,Broca P/ceramica Y Vidrio 6 Mm,3500,http://ferreteriasur.cl/broca-p-ceramica-y-vidrio-6-mm.html
14860003,Broca P/ceramica Y Vidrio 5 Mm,3410,http://ferreteriasur.cl/broca-p-ceramica-y-vidrio-5-mm.html
10740067,Maquina Soldar Indurac 150 Pro + Esmeril 4 1/2,199990,http://ferreteriasur.cl/maquina-soldar-indurac-150-pro-esmeril-4-1-2.html
07050024,Martillo Carpintero Uyustool Mgo.fibra 29mm Ma29fb,8570,http://ferreteriasur.cl/martillo-carpintero-uyustool-mgo-fibra-29mm-ma29fb.html
07050019,Martillo Carpintero M/madera 20 Mm Famastil,4870,http://ferreteriasur.cl/martillo-carpintero-m-madera-20-mm-famastil.html
07050016,Martillo Carpintero M/metal 429-20 Bahco,12290,http://ferreteriasur.cl/martillo-carpintero-m-metal-429-20-bahco.html
07050013,Martillo Carpintero M/madera29 Mm Famastil,6010,http://ferreteriasur.cl/martillo-carpintero-m-madera29-mm-famastil.html
07050006,Martillo Carp. 29mm M/fibra Ferrawy-makawa,5910,http://ferreteriasur.cl/martillo-carp-29mm-m-fibra-ferrawy-makawa.html
07050003,Martillo Carpintero Chino (makawa) M/madera 29 Mm,5690,http://ferreteriasur.cl/martillo-carpintero-chino-makawa-m-madera-29-mm.html
07320034,Nivel C/iman 40  Nii040 Uyustools,6900,http://ferreteriasur.cl/nivel-c-iman-40-nii040-uyustools.html
07320033,Nivel C/iman 24  Nii024 Uyustools,5250,http://ferreteriasur.cl/nivel-c-iman-24-nii024-uyustools.html
05140004,Escuadra Estante 8 X 10,730,http://ferreteriasur.cl/escuadra-estante-8-x-10.html
05140003,Escuadra Estante 6 X 8,510,http://ferreteriasur.cl/escuadra-estante-6-x-8.html
05140002,Escuadra Estante 5 X 6,330,http://ferreteriasur.cl/escuadra-estante-5-x-6.html
05120009,Escobillon Estrella # 75,2290,http://ferreteriasur.cl/escobillon-estrella-75.html
05120008,Escobillon Plastico Gladiador Mts,1520,http://ferreteriasur.cl/escobillon-plastico-gladiador-mts.html
05120007,Escobillon Municipal Soesco S/mango # 105,3520,http://ferreteriasur.cl/escobillon-municipal-soesco-s-mango-105.html
05120004,Escobillon Municipal # 101,7970,http://ferreteriasur.cl/escobillon-municipal-101.html
05120001,Escobillon Virutex C/mango Reciclado 1101113,2210,http://ferreteriasur.cl/escobillon-virutex-c-mango-reciclado-1101113.html
05090051,"Escalera Aluminio Multiuso Pro Ramp Ea12  3,6 Mt",47990,http://ferreteriasur.cl/escalera-aluminio-multiuso-pro-ramp-ea12-3-6-mt.html
05090050,"Escalera Aluminio Multiuso Pro Ramp Ea16 4,6 Mt.",66710,http://ferreteriasur.cl/escalera-aluminio-multiuso-pro-ramp-ea16-4-6-mt.html
15570114,Disco Corte Bosch 3mm X 9 #2608603168,2440,http://ferreteriasur.cl/disco-corte-bosch-3mm-x-9-2608603168.html
15570033,Bosch Disco Sierra 254 X 30mm X 40d,17020,http://ferreteriasur.cl/bosch-disco-sierra-254-x-30mm-x-40d.html
15570032,Bosch Disco Sierra Eco 7 1/4 60 Dtes 2608644331,10040,http://ferreteriasur.cl/bosch-disco-sierra-eco-7-1-4-60-dtes-2608644331.html
15570031,Bosch Disco Sierra Eco 7 1/4 40 Dtes 2608644330,8290,http://ferreteriasur.cl/bosch-disco-sierra-eco-7-1-4-40-dtes-2608644330.html
